DCA License Number,Business Name,Business Name 2,Industry,Event Type,Event Date,Status
1243193-DCA,CIBAO EXPRESS CORP.,,Tobacco Retail Dealer,Suspended,10/3/2018,Inactive
1295839-DCA,TROPICAL DAIRY FARM CORP.,,Stoop Line Stand,Suspended,10/3/2018,Inactive
1339142-DCA,CYCLE CAB INC.,,Pedicab Business,Reinstated,10/3/2018,Active
1342024-DCA,"LONG LIFE INTERIORS, INC.",,Home Improvement Contractor,Suspended,10/3/2018,Inactive
2000162-2-DCA,111 FULTON ST. RETAIL CORP,7 Eleven Store #36797A,Tobacco Retail Dealer,Revoked,10/3/2018,Inactive
2031198-2-DCA,SALMAN DELI & GROCERY CORP,,Tobacco Retail Dealer,Revoked,10/3/2018,Inactive
2031811-2-DCA,BISBAS GOURMET DELI INC,,Tobacco Retail Dealer,Revoked,10/3/2018,Inactive
2035687-DCA,BLUE WATER ASTORIA LLC,MP TAVERNA,Sidewalk Cafe,Surrendered,10/3/2018,Inactive
2048816-2-DCA,171 VIP DELI & GROCERY CORP,,Tobacco Retail Dealer,Revoked,10/3/2018,Inactive
2052119-2-DCA,SAJOMA DELI GROCERY NY CORP.,,Tobacco Retail Dealer,Surrendered,10/3/2018,Inactive
2054676-DCA,NYC TOWING EXPERTS INC,,Tow Truck Company,Surrendered,10/3/2018,Inactive
2056787-DCA,"MITRAH NYC, INC",,Home Improvement Contractor,Surrendered,10/3/2018,Inactive
2061050-DCA,K & S MONA GROUP INC,AMSTERDAM CLEANERS,Laundries,Surrendered,10/3/2018,Inactive
2062192-2-DCA,MAJESTY PROPERTIES INC,MAJESTY MINI MARKET,Tobacco Retail Dealer,Surrendered,10/3/2018,Inactive
2077228-DCA,MULTISERVICES OF NEW YORK INC,,Electronic & Appliance Service,Surrendered,10/3/2018,Inactive
2078078-DCA,MULTISERVICES OF NEW YORK INC,,Electronics Store,Surrendered,10/3/2018,Inactive
1428381-DCA,"FAMILY DOLLAR STORES OF NEW YORK, INC.",FAMILY DOLLAR #4255,Tobacco Retail Dealer,Reinstated,10/3/2018,Inactive
1009333-DCA,AUTO FIELD CORP.,,Secondhand Dealer - Auto,Suspended,10/3/2018,Active
2056786-DCA,,,Home Improvement Salesperson,Surrendered,10/3/2018,Inactive
2045547-DCA,,,Tow Truck Driver,Suspended,10/3/2018,Active
2034574-1-DCA,FRIENDLY GOURMET DELI CORP,,Tobacco Retail Dealer,Suspended,10/4/2018,Inactive
2034864-DCA,IMPARK 302 LLC,,Garage,Reinstated,10/4/2018,Active
2057955-DCA,"ABREU,MARIA",,Secondhand Dealer - General,Surrendered,10/4/2018,Inactive
2061092-DCA,WELL LAUNDRYLAND INC.,,Laundries,Surrendered,10/4/2018,Inactive
2061538-2-DCA,ROMANA GROCERY STORE CORP,,Tobacco Retail Dealer,Suspended,10/4/2018,Inactive
2066538-1-DCA,1961 FULTON DELI CORP,,Tobacco Retail Dealer,Revoked,10/4/2018,Inactive
2076110-1-DCA,THE DAILY NEEDS CORP.,,Electronic Cigarette Dealer,Surrendered,10/4/2018,Inactive
2034588-1-DCA,MOE'S 1 DELI & GRILL CORP,,Tobacco Retail Dealer,Revoked,10/4/2018,Inactive
2058956-2-DCA,LA BODEGUITA DELI GROCERY CORP,,Tobacco Retail Dealer,Suspended,10/4/2018,Inactive
1277782-DCA,"MOTIN & SONS ASSOCIATES, INC.",,Stoop Line Stand,Suspended,10/5/2018,Inactive
1337594-DCA,CORNER STOP MINI MART INC,,Tobacco Retail Dealer,Suspended,10/5/2018,Inactive
1343658-DCA,"Account Resolution Group, LLC",,Debt Collection Agency,Surrendered,10/5/2018,Inactive
1413216-DCA,111 FRANKLIN DELI & GROCERY CORP.,,Tobacco Retail Dealer,Suspended,10/5/2018,Inactive
1414240-DCA,J & R IMPORTS LTD,NISSAN OF QUEENS,Secondhand Dealer - Auto,Suspended,10/5/2018,Inactive
1414796-DCA,LA VICTORIA GROCERY CORP.,,Tobacco Retail Dealer,Suspended,10/5/2018,Inactive
2039546-1-DCA,DELI ON 4TH AVE CORP,,Tobacco Retail Dealer,Surrendered,10/5/2018,Inactive
2045855-DCA,TECH WIRELESS INC,,Electronics Store,Surrendered,10/5/2018,Inactive
2053505-2-DCA,TONY SMOKE SHOP CONVIENIENT STORE INC,,Tobacco Retail Dealer,Surrendered,10/5/2018,Inactive
2058940-1-DCA,"YAHOO SMOKE & BEER SHOP, INC",,Tobacco Retail Dealer,Suspended,10/5/2018,Active
2060261-DCA,"RIVINGTON LAUNDROMAT & DRY CLEANING, INC.",RIVINGTON LAUNDROMAT & DRY CLEANING,Laundries,Surrendered,10/5/2018,Inactive
2074250-DCA,SHAPLA BAZAR INC,,Stoop Line Stand,Suspended,10/5/2018,Inactive
2077269-DCA,"Account Resolution Group, LLC",,Debt Collection Agency,Surrendered,10/5/2018,Inactive
1453578-DCA,QFLORIST INC.,,Stoop Line Stand,Suspended,10/5/2018,Inactive
2063961-2-DCA,CANARSIE GROCERY INC,,Tobacco Retail Dealer,Reinstated,10/5/2018,Inactive
1446327-DCA,METRO COM INC,,Electronics Store,Reinstated,10/5/2018,Inactive
2058956-2-DCA,LA BODEGUITA DELI GROCERY CORP,,Tobacco Retail Dealer,Reinstated,10/5/2018,Inactive
2037526-DCA,,,Locksmith Apprentice,Surrendered,10/5/2018,Inactive
2017449-DCA,MELANGE RESTORATION INC,,Home Improvement Contractor,Suspended,10/6/2018,Active
2028647-2-DCA,COLOMBIA FOOD MARKET CORP,,Tobacco Retail Dealer,Revoked,10/6/2018,Inactive
2047607-1-DCA,CONCOURSE VILLAGE DELI MARKET CORP,,Tobacco Retail Dealer,Revoked,10/6/2018,Inactive
2050346-DCA,"Family Dollar Stores of New York, Inc.",Family Dollar #30208,Electronics Store,Suspended,10/6/2018,Active
2040733-DCA,131-10 RB CORP.,RB SERVICE STATION,Secondhand Dealer - General,Suspended,10/7/2018,Inactive
2067797-DCA,"NEXT@GREENWICH, LLC",NEXT CLEANERS,Laundries,Suspended,10/7/2018,Active
0984745-DCA,G. P. NORTHERN BLVD. SERVICE CENTER INC.,,Secondhand Dealer - Auto,Surrendered,10/9/2018,Inactive
1259887-DCA,RICKY & SONS CONSTRUCTION CORP,,Home Improvement Contractor,Surrendered,10/9/2018,Inactive
2030451-2-DCA,TOMMY DELI GROCERY CORP,,Tobacco Retail Dealer,Surrendered,10/9/2018,Inactive
1365757-DCA,"SEA TOWN FISH & MEAT MARKET, INC.",,Stoop Line Stand,Surrendered,10/10/2018,Inactive
1367117-DCA,"HUDSON GROUP (HG) RETAIL, LLC",HUDSON NEWS,Tobacco Retail Dealer,Surrendered,10/10/2018,Inactive
2017289-2-DCA,FOREST AVE DELI CORP,,Tobacco Retail Dealer,Revoked,10/10/2018,Inactive
2052337-DCA,A & S FOODS INC,PIZZANISTE,Sidewalk Cafe,Surrendered,10/10/2018,Inactive
2055156-DCA,"BRENES, ELENA MARIA",,Electronic & Appliance Service,Suspended,10/10/2018,Active
2071571-1-DCA,LE SAMMA INC,EDEN DELI & BAGELS,Electronic Cigarette Dealer,Surrendered,10/10/2018,Inactive
2073182-DCA,"121 Care, LLC",,Dealer In Products,Surrendered,10/10/2018,Inactive
1412158-DCA,TRIBORO PEDICAB CORPORATION,,Pedicab Business,Reinstated,10/10/2018,Active
1431807-DCA,CONVERGYS CUSTOMER MANAGEMENT GROUP,,Debt Collection Agency,Surrendered,10/11/2018,Inactive
1431809-DCA,CONVERGYS CUSTOMER MANAGEMENT GROUP INC,,Debt Collection Agency,Surrendered,10/11/2018,Inactive
1431814-DCA,CONVERGYS CUSTOMER MANAGEMENT GROUP INC,,Debt Collection Agency,Surrendered,10/11/2018,Inactive
1460156-DCA,QUICK STOP SMOKE SHOP & DELI INC.,,Tobacco Retail Dealer,Revoked,10/11/2018,Inactive
1462146-DCA,CONVERGYS CUSTOMER MANAGEMENT GROUP INC,,Debt Collection Agency,Surrendered,10/11/2018,Inactive
2044872-DCA,"E & A JEWELRY, INC.",,Pawnbroker,Suspended,10/11/2018,Active
2034137-1-DCA,NOSTRAND ORGANIC MARKET INC,,Tobacco Retail Dealer,Surrendered,10/11/2018,Inactive
2038120-DCA,LUKE'S LOUNGE INC,,Sidewalk Cafe,Reinstated,10/11/2018,Active
2048050-DCA,CONVERGYS CUSTOMER MANAGEMENT GROUP INC.,,Debt Collection Agency,Surrendered,10/11/2018,Inactive
2053332-2-DCA,GREENWICH NEWS INC,,Tobacco Retail Dealer,Suspended,10/11/2018,Inactive
2067968-DCA,CONVERGYS CUSTOMER MANAGEMENT GROUP INC,,Debt Collection Agency,Surrendered,10/11/2018,Inactive
2010936-DCA,PCCM MANAGEMENT CORP,,Home Improvement Contractor,Suspended,10/11/2018,Active
1340269-DCA,"POLANCO, PORFIRIO",POLANCO DELI GROCERY,Tobacco Retail Dealer,Reinstated,10/11/2018,Inactive
2010614-1-DCA,KASSIM FAMILY FOOD CENTER INC,,Tobacco Retail Dealer,Suspended,10/11/2018,Active
1467550-DCA,ESAYI CORPORATION,PIZZA & DELI,Tobacco Retail Dealer,Revoked,10/11/2018,Active
1416508-DCA,"FAMILY DOLLAR STORES OF NEW YORK, INC.",,Electronics Store,Suspended,10/12/2018,Active
2003663-963-DCA,"CHAUDHRY, MUNAWAR A",Ak Grocery,Tobacco Retail Dealer,Revoked,10/12/2018,Inactive
2013780-1-DCA,SHEFFIELD DELI CORP,,Tobacco Retail Dealer,Surrendered,10/12/2018,Inactive
2032859-DCA,855 LIVONIA TIRES SHOP CORP,,Secondhand Dealer - General,Reinstated,10/12/2018,Active
2058940-1-DCA,"YAHOO SMOKE & BEER SHOP, INC",,Tobacco Retail Dealer,Reinstated,10/12/2018,Active
2062481-2-DCA,D.J. DELI CORP,,Tobacco Retail Dealer,Revoked,10/12/2018,Inactive
2066795-1-DCA,UPPER EAST SIDE MINI MART INC,,Tobacco Retail Dealer,Revoked,10/12/2018,Inactive
2073207-1-DCA,SHEFFIELD DELI CORP,,Electronic Cigarette Dealer,Surrendered,10/12/2018,Inactive
2035697-1-DCA,FRESH GRILL DELI INC,,Tobacco Retail Dealer,Revoked,10/13/2018,Inactive
2057277-2-DCA,SOUTH SHORE FINEST DELI AND GROCERY CORP,,Tobacco Retail Dealer,Revoked,10/13/2018,Inactive
2051403-2-DCA,RIVERDALE VAPE & CANDY SHOP INC,,Tobacco Retail Dealer,Reinstated,10/13/2018,Inactive
1170346-DCA,"H.B. AUTOMOTIVE GROUP, INC.",,Secondhand Dealer - Auto,Surrendered,10/15/2018,Inactive
1465098-DCA,GLEN WAY FOOD INC,,Tobacco Retail Dealer,Suspended,10/15/2018,Inactive
1474212-DCA,J EDWIN FOOD CORP.,RED HOOK DELI SUPERMARKET,Tobacco Retail Dealer,Surrendered,10/15/2018,Inactive
2013356-1-DCA,FRESH MEADOWS FOOD & FRUIT CORNER MART INC.,,Tobacco Retail Dealer,Revoked,10/15/2018,Inactive
2016308-1-DCA,NEW BLONDIE FOOD CORP,,Tobacco Retail Dealer,Revoked,10/15/2018,Inactive
2031256-DCA,RNK WIRELESS INC,,Electronics Store,Surrendered,10/15/2018,Inactive
2049824-DCA,EAST DROGHEDA INC,THE GEM SALOON,Sidewalk Cafe,Suspended,10/15/2018,Inactive
2062076-DCA,"WOO, SEUNG CHAN",Richmond Town Cleaners,Laundries,Surrendered,10/15/2018,Inactive
2018815-DCA,CEC ENTERTAINMENT INC,,Amusement Arcade,Suspended,10/15/2018,Inactive
0905693-DCA,M & R MEDICAL SUPPLY CORP.,,Dealer In Products,Surrendered,10/16/2018,Inactive
1248248-DCA,SEVEN & ONE DELI GROCERY FULTON STREET CORP,,Tobacco Retail Dealer,Revoked,10/16/2018,Inactive
2033203-DCA,SP PLUS CORPORATION,,Parking Lot,Surrendered,10/16/2018,Inactive
2020177-2-DCA,"YOUSSEF, MOHAMED",,Tobacco Retail Dealer,Reinstated,10/16/2018,Inactive
2045547-DCA,,,Tow Truck Driver,Reinstated,10/16/2018,Active
2056880-DCA,BAY WIRELESS INC.,,Secondhand Dealer - General,Reinstated,10/16/2018,Inactive
1405241-DCA,271 GROCERY CORP.,THE MARKET PLACE,Stoop Line Stand,Reinstated,10/17/2018,Active
1428121-DCA,"FAMILY DOLLAR STORES OF NEW YORK, INC.",FAMILY DOLLAR #6185,Tobacco Retail Dealer,Reinstated,10/17/2018,Active
1450001-DCA,MILK N' THINGS INC.,,Tobacco Retail Dealer,Surrendered,10/17/2018,Inactive
1468250-DCA,"MENDOZA, EMANUEL G",5 DE MAYO DELI,Stoop Line Stand,Surrendered,10/17/2018,Inactive
2020683-DCA,ABDUR SAMI DELI GROCERY AND HALAL MEAT INC,,Stoop Line Stand,Reinstated,10/17/2018,Active
2034576-1-DCA,CROWN HEIGHTS GOLDEN DELI CORP,,Tobacco Retail Dealer,Revoked,10/17/2018,Inactive
2046104-1-DCA,ORKA CORP,,Tobacco Retail Dealer,Surrendered,10/17/2018,Inactive
2050346-DCA,"Family Dollar Stores of New York, Inc.",Family Dollar #30208,Electronics Store,Reinstated,10/17/2018,Active
2051447-2-DCA,JUANCHI DELI GROCERY CORP,,Tobacco Retail Dealer,Surrendered,10/17/2018,Inactive
2063000-DCA,TONY'S LAUNDROMAT CORP,,Laundries,Surrendered,10/17/2018,Inactive
2064179-2-DCA,MEME TOBACCO ACCESSORIES CORP,,Tobacco Retail Dealer,Surrendered,10/17/2018,Inactive
2064485-DCA,DK CLEANERS INC,,Laundries,Surrendered,10/17/2018,Inactive
2065940-1-DCA,DENNY FOOD MART CORP,,Tobacco Retail Dealer,Surrendered,10/17/2018,Inactive
2067607-1-DCA,MEME TOBACCO ACCESSORIES CORP,,Electronic Cigarette Dealer,Surrendered,10/17/2018,Inactive
2067823-1-DCA,MILK N' THINGS INC.,,Electronic Cigarette Dealer,Surrendered,10/17/2018,Inactive
2073744-1-DCA,ORKA CORP,,Electronic Cigarette Dealer,Surrendered,10/17/2018,Inactive
2074973-DCA,AVENUE Y DELI & GROCERY INC,,Stoop Line Stand,Reinstated,10/17/2018,Active
2074973-DCA,AVENUE Y DELI & GROCERY INC,,Stoop Line Stand,Surrendered,10/17/2018,Active
1167278-DCA,"SURVIVORS, INC.",ESSEX WORLD CAFE,Stoop Line Stand,Surrendered,10/18/2018,Inactive
1183850-DCA,"15TH AND 149 STREET AUTO CARE, INC.",,Tobacco Retail Dealer,Surrendered,10/18/2018,Inactive
1331493-DCA,132 DELI & GROCERY CORP.,,Tobacco Retail Dealer,Revoked,10/18/2018,Inactive
1348749-DCA,BOSTON ROAD DELI GROCERY INC.,,Tobacco Retail Dealer,Revoked,10/18/2018,Inactive
1419090-DCA,"PILOT PARKING, LLC",,Garage,Surrendered,10/18/2018,Inactive
1438949-DCA,DAVIS DELI CORP.,,Tobacco Retail Dealer,Revoked,10/18/2018,Inactive
2030249-2-DCA,SHARP DELI & GROCERY CORP,,Tobacco Retail Dealer,Revoked,10/18/2018,Inactive
2040437-1-DCA,CLOUD 69 CONVENIENCE STORE INC.,,Tobacco Retail Dealer,Reinstated,10/18/2018,Active
2042382-1-DCA,KING 3RD DELI CORP,,Tobacco Retail Dealer,Reinstated,10/18/2018,Active
2066717-1-DCA,NUR MOHAMMAD ALI,,Tobacco Retail Dealer,Revoked,10/18/2018,Inactive
1450973-DCA,FULTON CORNER STORE CORP.,,Tobacco Retail Dealer,Reinstated,10/18/2018,Inactive
2055099-DCA,,,Tow Truck Driver,Suspended,10/18/2018,Active
1015866-DCA,ANTON JUNICIC ENTERPRISES INCORPORATED,,Secondhand Dealer - Auto,Suspended,10/18/2018,Active
0895619-DCA,"A & A MOTORS AND TOWING, INC.",,Tow Truck Company,Reinstated,10/19/2018,Active
2048570-2-DCA,149 WILLIS INC,,Tobacco Retail Dealer,Suspended,10/19/2018,Active
2049652-2-DCA,ALEX GROCERY & DELI LLC,,Tobacco Retail Dealer,Surrendered,10/19/2018,Inactive
2060595-2-DCA,BIG BOY GOURMET CORP.,,Tobacco Retail Dealer,Surrendered,10/19/2018,Inactive
2060725-DCA,TIPHANY'S ELECTRONICS CORP.,,Electronics Store,Suspended,10/19/2018,Inactive
2063020-DCA,X & 1 LAUNDROMAT INC,,Laundries,Surrendered,10/19/2018,Inactive
2065503-1-DCA,MONTY DELI AND GRILL CORP,,Tobacco Retail Dealer,Surrendered,10/19/2018,Inactive
2069796-DCA,ISG RESTAURANT LLC,,Sidewalk Cafe,Surrendered,10/19/2018,Inactive
2071661-1-DCA,BIG BOY GOURMET CORP.,,Electronic Cigarette Dealer,Surrendered,10/19/2018,Inactive
2047255-2-DCA,MS CORNER DELI GROCERY INC,,Tobacco Retail Dealer,Reinstated,10/19/2018,Inactive
2066534-2-DCA,BELLA DELI MARKET CORP,,Tobacco Retail Dealer,Reinstated,10/19/2018,Inactive
1439725-DCA,"METRO PLACE OF JAMAICA, INC",,Electronics Store,Suspended,10/20/2018,Inactive
2000171-2-DCA,EAST 110 CANDY GROCERY CORP,,Tobacco Retail Dealer,Revoked,10/20/2018,Inactive
2006011-DCA,DA HING DEPARTMENT STORE INC.,,Stoop Line Stand,Suspended,10/20/2018,Active
2017449-DCA,MELANGE RESTORATION INC,,Home Improvement Contractor,Reinstated,10/20/2018,Active
2056572-DCA,CENTRE HOWARD LLC,NICKEL & DINER,Sidewalk Cafe,Suspended,10/20/2018,Active
2018815-DCA,CEC ENTERTAINMENT INC,,Amusement Arcade,Reinstated,10/20/2018,Inactive
2051359-2-DCA,OMAISI GOURMET DELI CORP,,Tobacco Retail Dealer,Suspended,10/20/2018,Inactive
1454596-DCA,MY GOLAN INC.,,Stoop Line Stand,Suspended,10/20/2018,Active
2037049-1-DCA,1681 DELI GROCERY CORP.,,Tobacco Retail Dealer,Suspended,10/20/2018,Inactive
1105506-DCA,"ISLAND GROCERY OF S.I., INC.",,Tobacco Retail Dealer,Suspended,10/22/2018,Inactive
1327546-DCA,"MILLENNIUM MOTORS SPORTS, LLC",BAYSIDE IMPORTS,Secondhand Dealer - Auto,Suspended,10/22/2018,Inactive
2038684-DCA,5323 ALICE DRY CLEAN INC.,,Laundry Jobber,Suspended,10/22/2018,Inactive
2051634-DCA,"ARS PORTFOLIO SERVICES, LLC",,Debt Collection Agency,Surrendered,10/22/2018,Inactive
2065099-1-DCA,WADEE CONVENIENCE 4089 INC,,Tobacco Retail Dealer,Surrendered,10/22/2018,Inactive
2071275-DCA,MSG WIRELESS INC,,Electronics Store,Surrendered,10/22/2018,Inactive
2073045-DCA,MSG WIRELESS INC,,Secondhand Dealer - General,Surrendered,10/22/2018,Inactive
0920629-DCA,"172 BLEEKER ST. REST., INC.",CAFE ESPANOL,Sidewalk Cafe,Suspended,10/23/2018,Inactive
2038147-DCA,"ADVANTAGE MED INNOVATIONS, INC",,Dealer In Products,Reinstated,10/23/2018,Active
2042119-DCA,GUYERS INC.,,Sidewalk Cafe,Suspended,10/23/2018,Inactive
2046276-DCA,"PACHECO, GIOVANNI",,Pedicab Business,Reinstated,10/23/2018,Inactive
2047240-DCA,NEW KINGSBRIDGE MARKET CORP,,Stoop Line Stand,Reinstated,10/23/2018,Active
2055135-2-DCA,SAN JOSE DISCOUNT CORP,,Tobacco Retail Dealer,Revoked,10/23/2018,Inactive
2061043-2-DCA,1068 MINI MART DELI GROCERY CORP,,Tobacco Retail Dealer,Reinstated,10/23/2018,Active
2052324-2-DCA,ALWAJIH DELI INC,,Tobacco Retail Dealer,Revoked,10/23/2018,Active
2055099-DCA,,,Tow Truck Driver,Reinstated,10/23/2018,Active
1146590-DCA,MR. PAWNBROKER INC.,,Pawnbroker,Surrendered,10/24/2018,Inactive
1146591-DCA,MR. PAWNBROKER INC.,,Secondhand Dealer - General,Surrendered,10/24/2018,Inactive
2048570-2-DCA,149 WILLIS INC,,Tobacco Retail Dealer,Reinstated,10/24/2018,Active
2057565-2-DCA,"RIGHT STOP, LLC.",,Tobacco Retail Dealer,Surrendered,10/24/2018,Inactive
2066048-1-DCA,YALLA DELI GROCERY CORP,,Tobacco Retail Dealer,Revoked,10/24/2018,Inactive
2034588-1-DCA,MOE'S 1 DELI & GRILL CORP,,Tobacco Retail Dealer,Reinstated,10/24/2018,Inactive
1416508-DCA,"FAMILY DOLLAR STORES OF NEW YORK, INC.",,Electronics Store,Reinstated,10/25/2018,Active
1428661-DCA,"FAMILY DOLLAR STORES OF NEW YORK, INC.",FAMILY DOLLAR #8614,Tobacco Retail Dealer,Reinstated,10/25/2018,Active
1463306-DCA,2227 DELI INC,,Tobacco Retail Dealer,Revoked,10/25/2018,Inactive
1474460-DCA,J & J AUTO PARTS INC.,,Secondhand Dealer - Auto,Suspended,10/25/2018,Inactive
2004734-1183-DCA,1076 BROADWAY DELI CORP,,Tobacco Retail Dealer,Reinstated,10/25/2018,Inactive
2010643-1-DCA,ARROYONDERO DELI GROCERY CORP,,Tobacco Retail Dealer,Reinstated,10/25/2018,Active
2018119-2-DCA,SAN MIGUEL DELI GROCERY INC,,Tobacco Retail Dealer,Revoked,10/25/2018,Inactive
2045396-DCA,"CUAHUTENCO- PEREZ, JAMIE",CORRECAMINOS BICYCLE SERVICES,Secondhand Dealer - General,Suspended,10/25/2018,Inactive
2051396-2-DCA,PAPALILO DELI GROCERY CORP,,Tobacco Retail Dealer,Revoked,10/25/2018,Inactive
2076126-DCA,COSME AND VALENTIN LLC,,Laundries,Suspended,10/25/2018,Active
2078770-DCA,,,Tow Truck Driver,Suspended,10/25/2018,Inactive
1044457-DCA,C & N GROCERY STORE INC.,,Tobacco Retail Dealer,Revoked,10/26/2018,Inactive
1443499-DCA,KINGS II DELI & GROCERY INC.,,Tobacco Retail Dealer,Reinstated,10/26/2018,Active
2044416-1-DCA,"ALGAZALI, AHMED S",FRIENDSHIP DELI GROCERY,Tobacco Retail Dealer,Revoked,10/26/2018,Inactive
2061966-DCA,"HONG, SUNG MIN",Snow White Laundromat,Laundries,Surrendered,10/26/2018,Inactive
2063037-DCA,"Excellent Laundromat, Inc.",,Laundries,Surrendered,10/26/2018,Inactive
2064550-DCA,"PECUNIA, ERIC",CLOTHESLINE LAUNDROMAT,Laundries,Surrendered,10/26/2018,Inactive
2065900-1-DCA,FLATLANDS STOP ONE DELI CORP,,Tobacco Retail Dealer,Revoked,10/26/2018,Inactive
2066820-1-DCA,SUPER DELI CORP,,Tobacco Retail Dealer,Surrendered,10/26/2018,Inactive
2037049-1-DCA,1681 DELI GROCERY CORP.,,Tobacco Retail Dealer,Reinstated,10/26/2018,Inactive
2055156-DCA,"BRENES, ELENA MARIA",,Electronic & Appliance Service,Reinstated,10/27/2018,Active
2067907-DCA,G'S TIRES INC,,Secondhand Dealer - General,Suspended,10/27/2018,Inactive
1155201-DCA,PEACEFUL DELI & GROCERY NY CORP.,,Tobacco Retail Dealer,Surrendered,10/29/2018,Inactive
1266593-DCA,"WALTERS,SHANE H",SHANE WALTERS CONSTRUCTION,Home Improvement Contractor,Surrendered,10/29/2018,Inactive
1338530-DCA,"CHIAJ, MOHAMED",,Pedicab Business,Surrendered,10/29/2018,Inactive
1404321-DCA,2820 PARKING CORP.,,Parking Lot,Surrendered,10/29/2018,Inactive
1470212-DCA,"BUZULAN, ALEXEI",,Pedicab Business,Surrendered,10/29/2018,Inactive
2000537-2-DCA,TOMATO ON THE GO INC.,,Tobacco Retail Dealer,Surrendered,10/29/2018,Inactive
2014791-DCA,ALISON REPAIR SHOP INC.,,Secondhand Dealer - General,Surrendered,10/29/2018,Inactive
2044141-1-DCA,PROSPECT DELI AND SMOKE SHOP CORP,,Tobacco Retail Dealer,Suspended,10/29/2018,Active
2051646-DCA,FRUITS & VEGETABLES INC,,Stoop Line Stand,Surrendered,10/29/2018,Inactive
2051762-DCA,OZONE PARK LAUNDROMAT INC,,Laundries,Surrendered,10/29/2018,Inactive
2069527-DCA,MOHAMMAD I. HAIDER.,A- 1 NEIGHBORHOOD LAUNDRY,Laundries,Surrendered,10/29/2018,Inactive
2072951-DCA,SHIVAAN TECH INC.,,Electronic & Appliance Service,Surrendered,10/29/2018,Inactive
2073023-DCA,SHIVAAN TECH INC.,,Electronics Store,Surrendered,10/29/2018,Inactive
1196757-DCA,RUNWAY TOWING CORP.,,Tow Truck Company,Suspended,10/30/2018,Active
1251984-DCA,A TO Z AUTO GLASS INC.,,Secondhand Dealer - General,Suspended,10/30/2018,Inactive
1406734-DCA,CITYWIDE AUTOMOTIVE CORP.,,Secondhand Dealer - General,Suspended,10/30/2018,Inactive
1413216-DCA,111 FRANKLIN DELI & GROCERY CORP.,,Tobacco Retail Dealer,Revoked,10/30/2018,Inactive
1422719-DCA,VICTORY DELI CORP.,,Tobacco Retail Dealer,Suspended,10/30/2018,Inactive
2055739-2-DCA,TOTTENVILLE GOURMET DELI AND SMOKE SHOP INC,,Tobacco Retail Dealer,Revoked,10/30/2018,Inactive
2074021-1-DCA,MIKE DELI & GRILL CORP,,Electronic Cigarette Dealer,Surrendered,10/30/2018,Inactive
2074646-1-DCA,141 FINEST DELI CORP,,Electronic Cigarette Dealer,Surrendered,10/30/2018,Inactive
2076597-DCA,Their Kids LLC,,Employment Agency,Surrendered,10/30/2018,Inactive
2066809-1-DCA,EXPRESS STOP MARKET CORP.,,Tobacco Retail Dealer,Reinstated,10/30/2018,Inactive
1455873-DCA,"TOTAL BUILDERS CONTRACTING, INC.",,Home Improvement Contractor,Revoked,10/31/2018,Inactive
1468628-DCA,"GILL, SEAN",,Pedicab Business,Reinstated,10/31/2018,Active
2002472-2-DCA,159 CANDY GROCERY CORP,,Tobacco Retail Dealer,Revoked,10/31/2018,Inactive
2009830-DCA,Anejo Tribeca LLC,Anejo Tribeca,Sidewalk Cafe,Reinstated,10/31/2018,Active
2062425-DCA,"CHAO, JUDY",FLEUR DE LIS SERVICE,Laundries,Surrendered,10/31/2018,Inactive
2063264-DCA,FLAT GAS INC.,,Car Wash,Surrendered,10/31/2018,Inactive
2067719-DCA,5 BORO AUTO RECOVERY INC.,,Tow Truck Company,Surrendered,10/31/2018,Inactive
2070260-1-DCA,KITT CORP,MOBIL,Electronic Cigarette Dealer,Surrendered,10/31/2018,Inactive
2076126-DCA,COSME AND VALENTIN LLC,,Laundries,Reinstated,10/31/2018,Active
2051359-2-DCA,OMAISI GOURMET DELI CORP,,Tobacco Retail Dealer,Reinstated,10/31/2018,Inactive
1377996-DCA,GT DEVELOPMENT ENTERPRISE INC.,,Home Improvement Contractor,Reinstated,11/1/2018,Active
1452711-DCA,FLAT GAS INC.,,Tobacco Retail Dealer,Surrendered,11/1/2018,Inactive
2004782-DCA,UP NORTH TOWING INC,,Tow Truck Company,Suspended,11/1/2018,Inactive
2008222-DCA,CELL FONE SHOP INC,,Electronic & Appliance Service,Suspended,11/1/2018,Active
2038088-DCA,1325 CCPJ CORP,MAXWELL'S,Sidewalk Cafe,Suspended,11/1/2018,Active
2062018-DCA,288 FREEDOM INC.,,Laundries,Surrendered,11/1/2018,Inactive
2062464-DCA,JEFFREY'S CLEANER & LAUNDROMAT INC.,,Laundries,Surrendered,11/1/2018,Inactive
2068854-DCA,NORTHSIDE GARMENT CARE INC,MARTA'S CLEANERS,Laundries,Surrendered,11/1/2018,Inactive
2070416-DCA,HONG LAUNDROMAT INC,,Laundries,Surrendered,11/1/2018,Inactive
2073298-1-DCA,CASTLETON SMOKE SHOP & GROCERY CORP,,Electronic Cigarette Dealer,Suspended,11/1/2018,Inactive
2030045-DCA,"AFFORDABLE CARS OF QUEENS, INC",,Secondhand Dealer - Auto,Suspended,11/1/2018,Inactive
2060929-DCA,,,Tow Truck Driver,Reinstated,11/1/2018,Active
2044145-1-DCA,ISLAND NEIGHBORHOOD GOURMET FOOD INC,,Tobacco Retail Dealer,Suspended,11/1/2018,Inactive
