Neighborhood,Class,Units,YearBuilt,SqFt,Income,IncomePerSqFt,Expense,ExpensePerSqFt,NetIncome,Value,ValuePerSqFt,Boro
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,92,1922,54975,2014284,36.64,588782,10.71,1425502,10501998,191.03,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,127,2007,219320,11106365,50.64,2647192,12.07,8459173,63349995,288.85,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,34,2008,91271,3616157,39.62,794970,8.71,2821187,21053999,230.68,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,161,1908,437054,13111620,30,5026121,11.5,8085499,60524999,138.48,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,372,1997,512280,22673513,44.26,5609466,10.95,17064047,124320032,242.68,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,422,2000,602694,26675236,44.26,6750173,11.2,19925063,146299972,242.74,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,167,2004,322204,14260749,44.26,3608685,11.2,10652064,78319977,243.08,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,277,2004,263003,11640513,44.26,2945634,11.2,8694879,63910037,243,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,266,2006,388033,17174341,44.26,4345970,11.2,12828371,94270003,242.94,Manhattan
UPPER WEST SIDE (59-79),RR-CONDOMINIUM,319,2006,287900,6595000,22.91,1763000,6.12,4832000,33166000,115.2,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,271,2006,572768,25688645,44.85,6031247,10.53,19657398,147944993,258.3,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,148,1930,152076,6010044,39.52,1961780,12.9,4048264,30607999,201.27,Manhattan
UPPER WEST SIDE (59-79),R4-CONDOMINIUM,25,1931,45968,1431903,31.15,356712,7.76,1075191,5863003,127.55,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,37,1924,55226,1721394,31.17,552812,10.01,1168582,7040006,127.48,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,52,1900,39438,1441459,36.55,458664,11.63,982795,7241001,183.6,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,20,1910,28600,929500,32.5,172744,6.04,756756,4399980,153.85,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,36,1988,115502,5214915,45.15,1345598,11.65,3869317,29115002,252.07,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,47,1927,39942,1354433,33.91,348294,8.72,1006139,5092993,127.51,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,11,1960,19902,763839,38.38,216733,10.89,547106,3156997,158.63,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,85,1929,130259,4536921,34.83,1359904,10.44,3177017,23513999,180.52,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,18,1991,53656,2366766,44.11,698065,13.01,1668701,10238023,190.81,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,147,1986,215942,9112752,42.2,2751101,12.74,6361651,48005006,222.31,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,91,1920,60653,2905885,47.91,626545,10.33,2279340,15749994,259.67,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,36,1912,35516,1064770,29.98,254650,7.17,810120,5955000,167.67,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,47,1986,27600,974556,35.31,314640,11.4,659916,4879999,176.81,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,79,1929,88916,2995580,33.69,1246602,14.02,1748978,12984000,146.03,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,38,1998,70430,2568582,36.47,950805,13.5,1617777,11923000,169.29,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,108,1985,145070,5369041,37.01,1894614,13.06,3474427,25571996,176.27,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,47,1900,33570,1138359,33.91,292730,8.72,845629,5158990,153.68,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,13,1989,27389,967106,35.31,312235,11.4,654871,4841997,176.79,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,26,1989,54778,2088685,38.13,678152,12.38,1410533,10675002,194.88,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,59,1990,60767,2047240,33.69,851953,14.02,1195287,8873994,146.03,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,53,1925,62389,2079425,33.33,709363,11.37,1370062,10178999,163.15,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,279,1973,246842,4800000,19.45,1372800,5.56,3427200,24552007,99.46,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,53,1925,55008,1542424,28.04,476919,8.67,1065505,7672003,139.47,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,123,1987,132774,4738704,35.69,1696852,12.78,3041852,22474002,169.27,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,28,1910,27772,1067000,38.42,179129,6.45,887871,5820001,209.56,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,12,2004,21807,891906,40.9,303553,13.92,588353,4443998,203.79,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,55,1920,80629,2636568,32.7,867568,10.76,1769000,9547996,118.42,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,117,1912,176424,5645568,32,1866566,10.58,3779002,28172000,159.68,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,306,1985,369189,14778636,40.03,3850641,10.43,10927995,82594009,223.72,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,89,1915,141562,4538478,32.06,1640704,11.59,2897774,21599004,152.58,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,45,1912,79554,2630851,33.07,1275251,16.03,1355600,9427008,118.5,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,57,1986,60115,2729221,45.4,509174,8.47,2220047,16701005,277.82,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,60,1920,56306,1743234,30.96,434119,7.71,1309115,6930007,123.08,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,94,1915,171946,5502272,32,1819189,10.58,3683083,27456989,159.68,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,72,1920,147994,4577454,30.93,1380784,9.33,3196670,23881999,161.37,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,157,1985,170760,6869675,40.23,2435038,14.26,4434637,33511998,196.25,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,93,1922,166559,5479791,32.9,1868792,11.22,3610999,26850001,161.2,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,84,1920,118026,3508913,29.73,716418,6.07,2792495,15070009,127.68,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,37,1913,59951,2171425,36.22,696031,11.61,1475394,7645006,127.52,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,47,1916,92402,3079759,33.33,1050611,11.37,2029148,15075004,163.15,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,15,1900,15815,500070,31.62,129367,8.18,370703,2766001,174.9,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,58,1926,116997,3206888,27.41,1130191,9.66,2076697,14975998,128,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,15,1930,16506,521920,31.62,135019,8.18,386901,2885999,174.85,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,212,1986,145085,5240470,36.12,1723610,11.88,3516860,25941002,178.8,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,24,1920,20118,689243,34.26,174222,8.66,515021,3815998,189.68,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,22,1910,28436,974217,34.26,246256,8.66,727961,5393999,189.69,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,70,1950,90566,3006791,33.2,965434,10.66,2041357,15149996,167.28,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,30,2008,192725,10673111,55.38,2303064,11.95,8370047,62425999,323.91,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,24,1920,60480,2078093,34.36,488074,8.07,1590019,10515001,173.86,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,54,1923,55190,1896328,34.36,445383,8.07,1450945,9254998,167.69,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,51,1911,78380,2889871,36.87,858261,10.95,2031610,14957999,190.84,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,32,1920,32750,1113173,33.99,361560,11.04,751613,5577004,170.29,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,30,1902,32905,1118441,33.99,363271,11.04,755170,4202008,127.7,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,104,1989,167752,7035519,41.94,1680875,10.02,5354644,40411999,240.9,Manhattan
UPPER WEST SIDE (79-96),R4-CONDOMINIUM,261,1931,208241,6765750,32.49,1884581,9.05,4881169,29039006,139.45,Manhattan
MIDTOWN WEST,R4-CONDOMINIUM,53,2008,70916,3384821,47.73,785040,11.07,2599781,19416999,273.8,Manhattan
MIDTOWN WEST,R4-CONDOMINIUM,152,2005,148385,6858355,46.22,2032875,13.7,4825480,36282001,244.51,Manhattan
MIDTOWN WEST,R4-CONDOMINIUM,248,1982,503000,24440770,48.59,6800560,13.52,17640210,132305010,263.03,Manhattan
MIDTOWN WEST,R4-CONDOMINIUM,35,1925,44350,1667560,37.6,570341,12.86,1097219,7502002,169.15,Manhattan
MIDTOWN WEST,R4-CONDOMINIUM,183,1963,141738,5414392,38.2,1481162,10.45,3933230,25409869,179.27,Manhattan
MIDTOWN WEST,R4-CONDOMINIUM,47,2008,95307,4239255,44.48,879684,9.23,3359571,25204996,264.46,Manhattan
MIDTOWN WEST,R4-CONDOMINIUM,168,1969,206973,8204410,39.64,2284982,11.04,5919428,44753001,216.23,Manhattan
MIDTOWN WEST,R4-CONDOMINIUM,88,1901,68219,2509777,36.79,821357,12.04,1688420,12210003,178.98,Manhattan
MIDTOWN WEST,R4-CONDOMINIUM,11,1931,84843,3773817,44.48,783101,9.23,2990716,21999995,259.3,Manhattan
MIDTOWN WEST,R4-CONDOMINIUM,164,1907,395521,24838719,62.8,6011919,15.2,18826800,141448992,357.63,Manhattan
MIDTOWN CBD,R4-CONDOMINIUM,23,2007,26026,1168828,44.91,222522,8.55,946306,7122003,273.65,Manhattan
MIDTOWN CBD,R4-CONDOMINIUM,226,1973,477801,20765231,43.46,6106297,12.78,14658934,110433001,231.13,Manhattan
MIDTOWN CBD,R4-CONDOMINIUM,74,2003,115852,5496019,47.44,1325347,11.44,4170672,31476998,271.7,Manhattan
MIDTOWN CBD,R4-CONDOMINIUM,244,1983,499668,22220236,44.47,6980362,13.97,15239874,114241751,228.64,Manhattan
MIDTOWN CBD,R4-CONDOMINIUM,56,1982,176494,7769266,44.02,2204410,12.49,5564856,41906995,237.44,Manhattan
MIDTOWN CBD,R4-CONDOMINIUM,207,1985,185540,7889161,42.52,2298841,12.39,5590320,42174996,227.31,Manhattan
MIDTOWN CBD,R4-CONDOMINIUM,145,1951,132205,4980162,37.67,1175302,8.89,3804860,23759983,179.72,Manhattan
MIDTOWN CBD,R4-CONDOMINIUM,87,1956,70773,2666019,37.67,629172,8.89,2036847,14968005,211.49,Manhattan
MIDTOWN CBD,R4-CONDOMINIUM,156,1956,141440,5294099,37.43,1179610,8.34,4114489,30254004,213.9,Manhattan
MIDTOWN CBD,R4-CONDOMINIUM,75,1956,65658,2457579,37.43,547588,8.34,1909991,14044006,213.9,Manhattan
MIDTOWN CBD,R4-CONDOMINIUM,236,1975,364872,15196919,41.65,4896582,13.42,10300337,77756004,213.1,Manhattan
MIDTOWN CBD,R4-CONDOMINIUM,105,2001,365000,17315600,47.44,4175600,11.44,13140000,119899916,328.49,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,364,1986,351161,15352759,43.72,4923277,14.02,10429482,78559005,223.71,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,100,1970,60900,2142462,35.18,673554,11.06,1468908,10864000,178.39,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,18,2001,11861,508956,42.91,135097,11.39,373859,2819999,237.75,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,231,1982,350000,16131500,46.09,5187000,14.82,10944500,82296053,235.13,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,48,1985,77029,2950981,38.31,793399,10.3,2157582,16327000,211.96,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,92,1957,63927,2211874,34.6,624567,9.77,1587307,11752981,183.85,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,129,1956,81745,3134103,38.34,1198382,14.66,1935721,14648002,179.19,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,173,1988,164753,7318328,44.42,2242288,13.61,5076040,38215010,231.95,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,261,1979,207246,8859767,42.75,2569850,12.4,6289917,45650062,220.27,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,162,1959,170631,6185374,36.25,1861584,10.91,4323790,31881993,186.85,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,77,2006,105668,4522590,42.8,1130648,10.7,3391942,25485990,241.19,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,174,1985,193134,8579012,44.42,2628554,13.61,5950458,44797994,231.95,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,16,1980,19082,765761,40.13,190248,9.97,575513,4348999,227.91,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,25,1984,46800,1875000,40.06,374000,7.99,1501000,11217000,239.68,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,27,1901,15410,566009,36.73,139615,9.06,426394,3140994,203.83,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,73,1958,65985,2263286,34.3,600464,9.1,1662822,12320002,186.71,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,21,1900,17216,648527,37.67,153050,8.89,495477,4102447,238.29,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,135,2006,197233,8761090,44.42,2684341,13.61,6076749,45748001,231.95,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,176,1990,237531,10947804,46.09,3520209,14.82,7427595,55850998,235.13,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,40,2000,54638,2730000,49.97,550000,10.07,2180000,16180996,296.15,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,38,2004,70308,3050000,43.38,775000,11.02,2275000,16983003,241.55,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,115,1963,128436,4129217,32.15,1346009,10.48,2783208,20741999,161.5,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,67,2005,104916,5027575,47.92,1653476,15.76,3374099,25336999,241.5,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,79,1983,127399,5659064,44.42,1733900,13.61,3925164,29549995,231.95,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,113,1980,86845,3381744,38.94,1016955,11.71,2364789,16939996,195.06,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,166,1977,122021,4984558,40.85,1471573,12.06,3512985,26535001,217.46,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,366,2000,825532,51500000,62.38,14000000,16.96,37500000,275918004,334.23,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,141,1962,89872,2823778,31.42,934669,10.4,1889109,14099000,156.88,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,126,1962,82112,2579959,31.42,853965,10.4,1725994,12881976,156.88,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,237,1984,438326,19264428,43.95,5724538,13.06,13539890,101965003,232.62,Manhattan
MIDTOWN EAST,RR-CONDOMINIUM,16,1900,8214,189210,23.04,78000,9.5,111210,811000,98.73,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,81,1930,78000,2521740,32.33,939900,12.05,1581840,11776002,150.97,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,85,1982,119419,5105162,42.75,1480796,12.4,3624366,27338994,228.93,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,20,1982,33376,1400123,41.95,366802,10.99,1033321,7799005,233.67,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,115,1931,93015,2893697,31.11,998981,10.74,1894716,14150000,152.13,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,23,1900,35615,1318467,37.02,224018,6.29,1094449,8055002,226.17,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,97,1963,67540,2122107,31.42,702416,10.4,1419691,10596003,156.88,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,64,2000,158085,7733518,48.92,1909667,12.08,5823851,43670000,276.24,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,85,2006,166692,7641161,45.84,2040310,12.24,5600851,42121005,252.69,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,90,1959,65000,2042300,31.42,676000,10.4,1366300,10197002,156.88,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,59,1941,53435,1742515,32.61,585113,10.95,1157402,8611002,161.15,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,118,2003,219278,10106523,46.09,3249700,14.82,6856823,51559018,235.13,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,14,2005,41406,2000000,48.3,300000,7.25,1700000,12347000,298.19,Manhattan
MIDTOWN EAST,RR-CONDOMINIUM,42,1981,76035,2860000,37.61,900000,11.84,1960000,14402000,189.41,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,87,2002,171958,7136257,41.5,1783204,10.37,5353053,46606228,271.03,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,189,1958,196802,6604675,33.56,1989668,10.11,4615007,34269005,174.13,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,228,1972,242825,9210352,37.93,2731781,11.25,6478571,49038995,201.95,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,106,1983,174032,7977627,45.84,2130152,12.24,5847475,43976015,252.69,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,60,1929,97636,3295215,33.75,1260481,12.91,2034734,15103001,154.69,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,75,1986,85992,3183424,37.02,908549,10.57,2274875,16390033,190.6,Manhattan
MIDTOWN EAST,R4-CONDOMINIUM,75,1981,61175,2535092,41.44,751229,12.28,1783863,13467997,220.16,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,230,2004,184076,7931835,43.09,1978817,10.75,5953018,44861002,243.71,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,216,2006,185948,8012499,43.09,1998941,10.75,6013558,45316961,243.71,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,123,2007,158770,6841399,43.09,1706778,10.75,5134621,36850037,232.1,Manhattan
UPPER EAST SIDE (59-79),RR-CONDOMINIUM,242,2007,237122,9326008,39.33,2439985,10.29,6886023,52068000,219.58,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,126,2002,220037,10764210,48.92,2658047,12.08,8106163,58189996,264.46,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,36,1928,78349,3094786,39.5,1009919,12.89,2084867,14706034,187.7,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,13,1910,33255,1221456,36.73,301290,9.06,920166,6776999,203.79,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,10,1912,22612,1006686,44.52,281519,12.45,725167,5464996,241.69,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,16,1925,58566,2246006,38.35,690493,11.79,1555513,11771000,200.99,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,68,1901,85219,3528067,41.4,1101029,12.92,2427038,18325991,215.05,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,15,1910,24508,900179,36.73,222042,9.06,678137,4995001,203.81,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,66,1925,185696,8120486,43.73,2460472,13.25,5660014,42629999,229.57,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,18,1951,56729,2972032,52.39,688123,12.13,2283909,17084000,301.15,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,33,1929,95425,3963000,41.53,1348355,14.13,2614645,19738999,206.85,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,27,1934,25652,942198,36.73,232407,9.06,709791,5227999,203.8,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,46,1941,62196,2202360,35.41,663009,10.66,1539351,11380002,182.97,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,19,1941,43682,1608371,36.82,435073,9.96,1173298,8640001,197.79,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,12,1927,56415,2335581,41.4,728882,12.92,1606699,12131999,215.05,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,48,1926,123994,6000000,48.39,1610000,12.98,4390000,32830000,264.77,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,48,1928,92781,3045072,32.82,1131928,12.2,1913144,14228004,153.35,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,16,1986,42830,1916214,44.74,523811,12.23,1392403,9370593,218.79,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,97,1950,153046,6144797,40.15,1854918,12.12,4289879,32170418,210.2,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,6,1912,6345,213827,33.7,70683,11.14,143144,1063001,167.53,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,15,1928,24277,1041726,42.91,262677,10.82,779049,5875999,242.04,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,30,1982,42054,1881496,44.74,514320,12.23,1367176,10290006,244.69,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,12,1910,9445,337659,35.75,70082,7.42,267577,1977002,209.32,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,111,1958,176897,7277543,41.14,2227133,12.59,5050410,38138999,215.6,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,13,1910,14977,548757,36.64,122212,8.16,426545,3142001,209.79,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,44,1998,158497,7753673,48.92,1914644,12.08,5839029,41140001,259.56,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,27,1912,50302,2082000,41.39,412476,8.2,1669524,12606001,250.61,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,48,1915,100093,3316081,33.13,925860,9.25,2390221,17765000,177.48,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,12,1915,4777,175889,36.82,47579,9.96,128310,896504,187.67,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,157,1959,204524,8334353,40.75,2141366,10.47,6192987,46781999,228.74,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,86,1927,128842,4921764,38.2,1346399,10.45,3575365,27056997,210,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,200,1987,216171,10575085,48.92,2611346,12.08,7963739,59716000,276.24,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,93,2000,180846,8846986,48.92,2184620,12.08,6662366,48289990,267.02,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,76,1969,106669,4519566,42.37,1269361,11.9,3250205,24522007,229.89,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,97,1986,165624,7785984,47.01,2293892,13.85,5492092,41268997,249.17,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,21,1982,34906,1470939,42.14,323928,9.28,1147011,8656003,247.98,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,138,1924,108820,3942549,36.23,1395072,12.82,2547477,18784999,172.62,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,19,1986,41754,1720682,41.21,471403,11.29,1249279,9434000,225.94,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,73,1996,155731,7246163,46.53,1945080,12.49,5301083,39849000,255.88,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,38,1920,55758,1890754,33.91,558695,10.02,1332059,9884999,177.28,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,20,1999,68979,2650000,38.42,515000,7.47,2135000,16162998,234.32,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,54,1942,79883,3190527,39.94,992147,12.42,2198380,16616997,208.02,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,71,2000,165787,7714069,46.53,2070680,12.49,5643389,42421994,255.88,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,57,1942,87546,2873260,32.82,1068061,12.2,1805199,13425999,153.36,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,66,1985,97000,4048780,41.74,913740,9.42,3135040,23664004,243.96,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,14,1900,9285,308819,33.26,88579,9.54,220240,1636001,176.2,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,137,1965,102271,4124589,40.33,1180207,11.54,2944382,22248996,217.55,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,62,2003,82086,3200000,38.98,780000,9.5,2420000,18320998,223.19,Manhattan
UPPER EAST SIDE (59-79),RR-CONDOMINIUM,42,2006,37492,999912,26.67,429658,11.46,570254,4123000,109.97,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,219,1986,254167,11511223,45.29,3240629,12.75,8270594,62227001,244.83,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,88,1963,124765,5192719,41.62,1610716,12.91,3582003,27041999,216.74,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,295,1987,318183,14505963,45.59,3929560,12.35,10576403,79558002,250.04,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,287,1978,307730,13937092,45.29,3923558,12.75,10013534,75341000,244.83,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,578,1951,925645,32184677,34.77,11959333,12.92,20225344,149717993,161.74,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,283,1991,408657,20048712,49.06,5067347,12.4,14981365,112328993,274.87,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,77,2007,208325,10100000,48.48,2162414,10.38,7937586,59551001,285.86,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,30,1930,18869,657585,34.85,125856,6.67,531729,3934998,208.54,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,157,1986,112099,4830346,43.09,1205064,10.75,3625282,27319003,243.7,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,110,1986,112573,4850771,43.09,1210160,10.75,3640611,27435000,243.71,Manhattan
UPPER EAST SIDE (59-79),R4-CONDOMINIUM,93,1977,66688,2099338,31.48,556845,8.35,1542493,11510999,172.61,Manhattan
